"Row.names" "ENSG00000077254.14" "sample_type" "patient" "project_id" "fc"
"TCGA-XP-A8T6-01A-11R-A36D-31" 18.4267 "Primary Tumor" "TCGA-XP-A8T6" "TCGA-ESCA" 1.32486096318328
"TCGA-XP-A8T8-01A-11R-A36D-31" 19.3271 "Primary Tumor" "TCGA-XP-A8T8" "TCGA-ESCA" 1.32486096318328
"TCGA-Z6-A8JD-01A-11R-A36D-31" 26.9228 "Primary Tumor" "TCGA-Z6-A8JD" "TCGA-ESCA" 1.32486096318328
"TCGA-Z6-A8JE-01A-11R-A37I-31" 32.9748 "Primary Tumor" "TCGA-Z6-A8JE" "TCGA-ESCA" 1.32486096318328
"TCGA-Z6-A9VB-01A-21R-A37I-31" 14.7635 "Primary Tumor" "TCGA-Z6-A9VB" "TCGA-ESCA" 1.32486096318328
"TCGA-Z6-AAPN-01A-11R-A406-31" 25.5242 "Primary Tumor" "TCGA-Z6-AAPN" "TCGA-ESCA" 1.32486096318328
"Row.names" "ENSG00000077254.14" "sample_type" "patient" "project_id" "fc"
"TCGA-KL-8323-01A-21R-2315-07" 15.9829 "Primary Tumor" "TCGA-KL-8323" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8324-01A-11R-2315-07" 11.0358 "Primary Tumor" "TCGA-KL-8324" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8324-11A-01R-2315-07" 37.0562 "Solid Tissue Normal" "TCGA-KL-8324" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8325-01A-11R-2315-07" 34.5784 "Primary Tumor" "TCGA-KL-8325" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8326-01A-11R-2315-07" 7.2947 "Primary Tumor" "TCGA-KL-8326" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8326-11A-01R-2315-07" 21.6288 "Solid Tissue Normal" "TCGA-KL-8326" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8327-01A-11R-2315-07" 4.3198 "Primary Tumor" "TCGA-KL-8327" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8328-01A-11R-2315-07" 9.6383 "Primary Tumor" "TCGA-KL-8328" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8329-01A-11R-2315-07" 20.5085 "Primary Tumor" "TCGA-KL-8329" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8329-11A-01R-2315-07" 32.5899 "Solid Tissue Normal" "TCGA-KL-8329" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8330-01A-11R-2315-07" 21.587 "Primary Tumor" "TCGA-KL-8330" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8331-01A-11R-2315-07" 11.5757 "Primary Tumor" "TCGA-KL-8331" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8332-01A-11R-2315-07" 17.3621 "Primary Tumor" "TCGA-KL-8332" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8332-11A-01R-2315-07" 30.693 "Solid Tissue Normal" "TCGA-KL-8332" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8333-01A-11R-2315-07" 30.927 "Primary Tumor" "TCGA-KL-8333" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8334-01A-11R-2315-07" 19.2625 "Primary Tumor" "TCGA-KL-8334" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8335-01A-11R-2315-07" 15.3952 "Primary Tumor" "TCGA-KL-8335" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8336-01A-11R-2315-07" 24.8861 "Primary Tumor" "TCGA-KL-8336" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8336-11A-01R-2315-07" 39.3266 "Solid Tissue Normal" "TCGA-KL-8336" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8337-01A-11R-2315-07" 15.3446 "Primary Tumor" "TCGA-KL-8337" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8338-01A-11R-2315-07" 10.2725 "Primary Tumor" "TCGA-KL-8338" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8339-01A-11R-2315-07" 34.7122 "Primary Tumor" "TCGA-KL-8339" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8339-11A-01R-2315-07" 39.0375 "Solid Tissue Normal" "TCGA-KL-8339" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8340-01A-11R-2315-07" 15.3323 "Primary Tumor" "TCGA-KL-8340" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8341-01A-11R-2315-07" 33.6361 "Primary Tumor" "TCGA-KL-8341" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8342-01A-11R-2315-07" 14.4029 "Primary Tumor" "TCGA-KL-8342" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8343-01A-11R-2315-07" 23.5308 "Primary Tumor" "TCGA-KL-8343" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8344-01A-11R-2315-07" 29.6325 "Primary Tumor" "TCGA-KL-8344" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8345-01A-11R-2315-07" 18.5155 "Primary Tumor" "TCGA-KL-8345" "TCGA-KICH" 0.486155027424413
"TCGA-KL-8346-01A-11R-2315-07" 9.9478 "Primary Tumor" "TCGA-KL-8346" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8438-01A-11R-2315-07" 9.874 "Primary Tumor" "TCGA-KM-8438" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8439-01A-11R-2315-07" 23.6909 "Primary Tumor" "TCGA-KM-8439" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8440-01A-11R-2315-07" 18.4574 "Primary Tumor" "TCGA-KM-8440" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8441-01A-11R-2315-07" 31.4382 "Primary Tumor" "TCGA-KM-8441" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8442-01A-11R-2315-07" 22.3854 "Primary Tumor" "TCGA-KM-8442" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8443-01A-11R-2315-07" 11.7966 "Primary Tumor" "TCGA-KM-8443" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8476-01A-11R-2315-07" 5.4408 "Primary Tumor" "TCGA-KM-8476" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8477-01A-11R-2315-07" 27.5161 "Primary Tumor" "TCGA-KM-8477" "TCGA-KICH" 0.486155027424413
"TCGA-KM-8639-01A-11R-2403-07" 40.7676 "Primary Tumor" "TCGA-KM-8639" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8418-01A-11R-2315-07" 23.7095 "Primary Tumor" "TCGA-KN-8418" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8419-01A-11R-2315-07" 22.8956 "Primary Tumor" "TCGA-KN-8419" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8419-11A-01R-2315-07" 43.5493 "Solid Tissue Normal" "TCGA-KN-8419" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8421-01A-11R-2315-07" 16.8748 "Primary Tumor" "TCGA-KN-8421" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8422-01A-11R-2315-07" 10.9407 "Primary Tumor" "TCGA-KN-8422" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8422-11A-01R-2315-07" 40.435 "Solid Tissue Normal" "TCGA-KN-8422" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8423-01A-11R-2315-07" 28.4788 "Primary Tumor" "TCGA-KN-8423" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8423-11A-01R-2315-07" 51.9152 "Solid Tissue Normal" "TCGA-KN-8423" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8424-01A-11R-2315-07" 24.6674 "Primary Tumor" "TCGA-KN-8424" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8424-11A-01R-2315-07" 45.2752 "Solid Tissue Normal" "TCGA-KN-8424" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8425-01A-11R-2315-07" 19.3556 "Primary Tumor" "TCGA-KN-8425" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8425-11A-01R-2315-07" 49.2839 "Solid Tissue Normal" "TCGA-KN-8425" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8426-01A-11R-2315-07" 17.5788 "Primary Tumor" "TCGA-KN-8426" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8426-11A-01R-2315-07" 47.6988 "Solid Tissue Normal" "TCGA-KN-8426" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8427-01A-11R-2315-07" 27.711 "Primary Tumor" "TCGA-KN-8427" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8427-11A-01R-2315-07" 37.6444 "Solid Tissue Normal" "TCGA-KN-8427" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8428-01A-11R-2315-07" 35.5591 "Primary Tumor" "TCGA-KN-8428" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8428-11A-01R-2315-07" 36.72 "Solid Tissue Normal" "TCGA-KN-8428" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8429-01A-11R-2315-07" 25.3299 "Primary Tumor" "TCGA-KN-8429" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8429-11A-01R-2315-07" 43.0207 "Solid Tissue Normal" "TCGA-KN-8429" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8430-01A-11R-2315-07" 19.3795 "Primary Tumor" "TCGA-KN-8430" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8430-11A-01R-2315-07" 29.4673 "Solid Tissue Normal" "TCGA-KN-8430" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8431-01A-11R-2315-07" 9.9942 "Primary Tumor" "TCGA-KN-8431" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8431-11A-01R-2315-07" 51.9565 "Solid Tissue Normal" "TCGA-KN-8431" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8432-01A-11R-2315-07" 31.8079 "Primary Tumor" "TCGA-KN-8432" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8432-11A-01R-2315-07" 65.9765 "Solid Tissue Normal" "TCGA-KN-8432" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8433-01A-11R-2315-07" 6.9862 "Primary Tumor" "TCGA-KN-8433" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8433-11A-01R-2315-07" 27.0627 "Solid Tissue Normal" "TCGA-KN-8433" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8434-01A-11R-2315-07" 16.2866 "Primary Tumor" "TCGA-KN-8434" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8434-11A-01R-2315-07" 35.3988 "Solid Tissue Normal" "TCGA-KN-8434" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8435-01A-11R-2315-07" 24.8478 "Primary Tumor" "TCGA-KN-8435" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8435-11A-01R-2315-07" 39.9448 "Solid Tissue Normal" "TCGA-KN-8435" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8436-01A-11R-2315-07" 19.0205 "Primary Tumor" "TCGA-KN-8436" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8436-11A-01R-2315-07" 29.9145 "Solid Tissue Normal" "TCGA-KN-8436" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8437-01A-11R-2315-07" 30.0256 "Primary Tumor" "TCGA-KN-8437" "TCGA-KICH" 0.486155027424413
"TCGA-KN-8437-11A-01R-2315-07" 40.2149 "Solid Tissue Normal" "TCGA-KN-8437" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8403-01A-11R-2315-07" 10.8276 "Primary Tumor" "TCGA-KO-8403" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8403-11A-01R-2315-07" 40.695 "Solid Tissue Normal" "TCGA-KO-8403" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8404-01A-11R-2315-07" 32.1917 "Primary Tumor" "TCGA-KO-8404" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8405-01A-11R-2315-07" 12.9032 "Primary Tumor" "TCGA-KO-8405" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8406-01A-11R-2315-07" 21.2279 "Primary Tumor" "TCGA-KO-8406" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8407-01A-11R-2315-07" 12.9869 "Primary Tumor" "TCGA-KO-8407" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8408-01A-11R-2315-07" 10.3916 "Primary Tumor" "TCGA-KO-8408" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8409-01A-11R-2315-07" 5.3807 "Primary Tumor" "TCGA-KO-8409" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8410-01A-11R-2315-07" 25.1613 "Primary Tumor" "TCGA-KO-8410" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8411-01A-11R-2315-07" 24.0952 "Primary Tumor" "TCGA-KO-8411" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8413-01A-11R-2315-07" 20.2078 "Primary Tumor" "TCGA-KO-8413" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8414-01A-11R-2315-07" 12.3183 "Primary Tumor" "TCGA-KO-8414" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8415-01A-11R-2315-07" 10.5179 "Primary Tumor" "TCGA-KO-8415" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8415-11A-01R-2315-07" 43.6463 "Solid Tissue Normal" "TCGA-KO-8415" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8416-01A-11R-2315-07" 9.1482 "Primary Tumor" "TCGA-KO-8416" "TCGA-KICH" 0.486155027424413
"TCGA-KO-8417-01A-11R-2315-07" 23.7881 "Primary Tumor" "TCGA-KO-8417" "TCGA-KICH" 0.486155027424413
"Row.names" "ENSG00000077254.14" "sample_type" "patient" "project_id" "fc"
"TCGA-4P-AA8J-01A-11R-A39I-07" 13.7483 "Primary Tumor" "TCGA-4P-AA8J" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-4074-01A-01R-1436-07" 28.6455 "Primary Tumor" "TCGA-BA-4074" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-4075-01A-01R-1436-07" 20.5955 "Primary Tumor" "TCGA-BA-4075" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-4076-01A-01R-1436-07" 21.0698 "Primary Tumor" "TCGA-BA-4076" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-4078-01A-01R-1436-07" 54.0286 "Primary Tumor" "TCGA-BA-4078" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5149-01A-01R-1514-07" 27.8769 "Primary Tumor" "TCGA-BA-5149" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5151-01A-01R-1436-07" 23.92 "Primary Tumor" "TCGA-BA-5151" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5152-01A-02R-1873-07" 15.9542 "Primary Tumor" "TCGA-BA-5152" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5153-01A-01R-1436-07" 40.7499 "Primary Tumor" "TCGA-BA-5153" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5555-01A-01R-1514-07" 26.6591 "Primary Tumor" "TCGA-BA-5555" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5556-01A-01R-1514-07" 25.0945 "Primary Tumor" "TCGA-BA-5556" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5557-01A-01R-1514-07" 11.6817 "Primary Tumor" "TCGA-BA-5557" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5558-01A-01R-1514-07" 20.2058 "Primary Tumor" "TCGA-BA-5558" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-5559-01A-01R-1514-07" 35.6992 "Primary Tumor" "TCGA-BA-5559" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-6869-01A-11R-1873-07" 13.3643 "Primary Tumor" "TCGA-BA-6869" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-6870-01A-11R-1873-07" 8.8854 "Primary Tumor" "TCGA-BA-6870" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-6871-01A-11R-1873-07" 20.7713 "Primary Tumor" "TCGA-BA-6871" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-6872-01A-11R-1873-07" 11.4421 "Primary Tumor" "TCGA-BA-6872" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-6873-01A-11R-1873-07" 31.2814 "Primary Tumor" "TCGA-BA-6873" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-7269-01A-11R-2016-07" 5.8602 "Primary Tumor" "TCGA-BA-7269" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A4IF-01A-11R-A266-07" 22.0411 "Primary Tumor" "TCGA-BA-A4IF" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A4IG-01A-11R-A266-07" 34.5882 "Primary Tumor" "TCGA-BA-A4IG" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A4IH-01A-11R-A266-07" 53.666 "Primary Tumor" "TCGA-BA-A4IH" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A4II-01A-11R-A266-07" 29.7911 "Primary Tumor" "TCGA-BA-A4II" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6D8-01A-31R-A31N-07" 9.5186 "Primary Tumor" "TCGA-BA-A6D8" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DA-01A-31R-A31N-07" 2.6615 "Primary Tumor" "TCGA-BA-A6DA" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DB-01A-11R-A30B-07" 14.2253 "Primary Tumor" "TCGA-BA-A6DB" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DD-01A-12R-A31N-07" 15.081 "Primary Tumor" "TCGA-BA-A6DD" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DE-01A-22R-A31N-07" 15.9594 "Primary Tumor" "TCGA-BA-A6DE" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DG-01A-21R-A30B-07" 19.7436 "Primary Tumor" "TCGA-BA-A6DG" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DI-01A-11R-A30B-07" 17.2497 "Primary Tumor" "TCGA-BA-A6DI" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DJ-01A-11R-A30B-07" 18.3614 "Primary Tumor" "TCGA-BA-A6DJ" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A6DL-01A-21R-A30B-07" 12.0762 "Primary Tumor" "TCGA-BA-A6DL" "TCGA-HNSC" 1.24070172449362
"TCGA-BA-A8YP-01A-11R-A39I-07" 39.6726 "Primary Tumor" "TCGA-BA-A8YP" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4217-01A-11R-2081-07" 19.7411 "Primary Tumor" "TCGA-BB-4217" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4223-01A-01R-1436-07" 41.9307 "Primary Tumor" "TCGA-BB-4223" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4224-01A-01R-1436-07" 26.3842 "Primary Tumor" "TCGA-BB-4224" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4225-01A-01R-1436-07" 26.1197 "Primary Tumor" "TCGA-BB-4225" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4227-01A-01R-1873-07" 33.1685 "Primary Tumor" "TCGA-BB-4227" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-4228-01A-01R-1436-07" 38.6741 "Primary Tumor" "TCGA-BB-4228" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7861-01A-11R-2232-07" 38.863 "Primary Tumor" "TCGA-BB-7861" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7862-01A-21R-2232-07" 25.9123 "Primary Tumor" "TCGA-BB-7862" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7863-01A-11R-2232-07" 18.3566 "Primary Tumor" "TCGA-BB-7863" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7864-01A-11R-2232-07" 23.7897 "Primary Tumor" "TCGA-BB-7864" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7866-01A-11R-2232-07" 44.7553 "Primary Tumor" "TCGA-BB-7866" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7870-01A-11R-2232-07" 20.4912 "Primary Tumor" "TCGA-BB-7870" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7871-01A-11R-2232-07" 35.0316 "Primary Tumor" "TCGA-BB-7871" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-7872-01A-11R-2232-07" 35.3422 "Primary Tumor" "TCGA-BB-7872" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-8596-01A-11R-2403-07" 28.7657 "Primary Tumor" "TCGA-BB-8596" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-8601-01A-11R-2403-07" 18.9634 "Primary Tumor" "TCGA-BB-8601" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-A5HU-01A-11R-A28V-07" 20.1154 "Primary Tumor" "TCGA-BB-A5HU" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-A5HY-01A-11R-A28V-07" 17.3402 "Primary Tumor" "TCGA-BB-A5HY" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-A5HZ-01A-21R-A28V-07" 18.1094 "Primary Tumor" "TCGA-BB-A5HZ" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-A6UM-01A-12R-A34R-07" 30.3129 "Primary Tumor" "TCGA-BB-A6UM" "TCGA-HNSC" 1.24070172449362
"TCGA-BB-A6UO-01A-12R-A34R-07" 11.1104 "Primary Tumor" "TCGA-BB-A6UO" "TCGA-HNSC" 1.24070172449362
"TCGA-C9-A47Z-01A-11R-A24H-07" 21.5888 "Primary Tumor" "TCGA-C9-A47Z" "TCGA-HNSC" 1.24070172449362
"TCGA-C9-A480-01A-12R-A24H-07" 24.9649 "Primary Tumor" "TCGA-C9-A480" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4722-01A-01R-1436-07" 11.2799 "Primary Tumor" "TCGA-CN-4722" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4723-01A-01R-1436-07" 24.5249 "Primary Tumor" "TCGA-CN-4723" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4725-01A-01R-1436-07" 20.7915 "Primary Tumor" "TCGA-CN-4725" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4726-01A-01R-1436-07" 18.6782 "Primary Tumor" "TCGA-CN-4726" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4727-01A-01R-1436-07" 28.1882 "Primary Tumor" "TCGA-CN-4727" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4728-01A-01R-1436-07" 16.5232 "Primary Tumor" "TCGA-CN-4728" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4729-01A-01R-1436-07" 16.0485 "Primary Tumor" "TCGA-CN-4729" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4730-01A-01R-1436-07" 17.9454 "Primary Tumor" "TCGA-CN-4730" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4731-01A-01R-1436-07" 11.0762 "Primary Tumor" "TCGA-CN-4731" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4733-01A-02R-1873-07" 15.9072 "Primary Tumor" "TCGA-CN-4733" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4734-01A-01R-1436-07" 18.0629 "Primary Tumor" "TCGA-CN-4734" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4735-01A-01R-1436-07" 36.9672 "Primary Tumor" "TCGA-CN-4735" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4736-01A-01R-1436-07" 30.1853 "Primary Tumor" "TCGA-CN-4736" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4737-01A-01R-1436-07" 18.7088 "Primary Tumor" "TCGA-CN-4737" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4738-01A-02R-1514-07" 26.8113 "Primary Tumor" "TCGA-CN-4738" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4739-01A-02R-1514-07" 25.6432 "Primary Tumor" "TCGA-CN-4739" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4740-01A-01R-1436-07" 20.9926 "Primary Tumor" "TCGA-CN-4740" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4741-01A-01R-1436-07" 29.8116 "Primary Tumor" "TCGA-CN-4741" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-4742-01A-02R-1514-07" 20.6274 "Primary Tumor" "TCGA-CN-4742" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5355-01A-01R-1436-07" 18.0539 "Primary Tumor" "TCGA-CN-5355" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5356-01A-01R-1436-07" 24.8076 "Primary Tumor" "TCGA-CN-5356" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5358-01A-01R-1514-07" 20.8422 "Primary Tumor" "TCGA-CN-5358" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5359-01A-01R-1436-07" 24.1994 "Primary Tumor" "TCGA-CN-5359" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5360-01A-01R-1436-07" 22.3993 "Primary Tumor" "TCGA-CN-5360" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5361-01A-01R-1436-07" 20.7329 "Primary Tumor" "TCGA-CN-5361" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5363-01A-01R-1436-07" 32.5528 "Primary Tumor" "TCGA-CN-5363" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5364-01A-01R-1436-07" 27.0982 "Primary Tumor" "TCGA-CN-5364" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5365-01A-01R-1436-07" 12.4237 "Primary Tumor" "TCGA-CN-5365" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5366-01A-01R-1436-07" 18.5248 "Primary Tumor" "TCGA-CN-5366" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5367-01A-01R-1436-07" 24.2245 "Primary Tumor" "TCGA-CN-5367" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5369-01A-01R-1436-07" 23.2089 "Primary Tumor" "TCGA-CN-5369" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5370-01A-01R-2016-07" 37.0683 "Primary Tumor" "TCGA-CN-5370" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5373-01A-01R-1436-07" 23.7029 "Primary Tumor" "TCGA-CN-5373" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-5374-01A-01R-1436-07" 27.5427 "Primary Tumor" "TCGA-CN-5374" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6010-01A-11R-1686-07" 23.7041 "Primary Tumor" "TCGA-CN-6010" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6011-01A-11R-1686-07" 31.3573 "Primary Tumor" "TCGA-CN-6011" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6012-01A-11R-1686-07" 15.7381 "Primary Tumor" "TCGA-CN-6012" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6013-01A-11R-1686-07" 23.6822 "Primary Tumor" "TCGA-CN-6013" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6016-01A-11R-1686-07" 13.0769 "Primary Tumor" "TCGA-CN-6016" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6017-01A-11R-1686-07" 14.1027 "Primary Tumor" "TCGA-CN-6017" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6018-01A-11R-1686-07" 22.5941 "Primary Tumor" "TCGA-CN-6018" "TCGA-HNSC" 1.24070172449362
"TCGA-CN-6019-01A-11R-1686-07" 15.5031 "Primary Tumor" "TCGA-CN-6019" "TCGA-HNSC" 1.24070172449362
